username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
LiceoDrLRP;2017-05-26 08:41;0;0;"autogestión Liceo Dr Leonardo Ruiz Pineda Táchira Junín #ConstituyenteVA pic.twitter.com/N7Bgl5mEdF";;;#ConstituyenteVA;"868084716465000448";https://twitter.com/LiceoDrLRP/status/868084716465000448
LiceoDrLRP;2017-05-26 08:37;0;0;"Liceo Dr Leonardo Ruiz Pineda, trabajando en Paz y Armonía #ConstituyenteVA pic.twitter.com/fi9gQZZL1h";;;#ConstituyenteVA;"868083696078868480";https://twitter.com/LiceoDrLRP/status/868083696078868480
pdvsa_gas;2017-05-26 08:34;23;15;"#ConstituyenteVA así se movilizó el pueblo porteño para dar respaldo rotundo al presidente @NicolasMaduro @CesarTriana_ @PDVSA pic.twitter.com/VFHPFqEP4i";;@NicolasMaduro @CesarTriana_ @PDVSA;#ConstituyenteVA;"868082884028104705";https://twitter.com/pdvsa_gas/status/868082884028104705
ANC_Aragua;2017-05-26 08:30;4;2;"Vamos con @NicolasMaduro y con el pueblo a una ¡CONSTITUYENTE DE PAZ! #ConstituyenteVA ¡Transportistas de Delta Amacuro resteados! pic.twitter.com/YP302tLuAY";;@NicolasMaduro;#ConstituyenteVA;"868081789918617600";https://twitter.com/ANC_Aragua/status/868081789918617600
iabaepportugue1;2017-05-26 08:26;1;0;"#ConstituyenteVA #PortuguesaPorLaPaz https:// twitter.com/CastanedaRivas /status/867858579155505152 …";;;#ConstituyenteVA #PortuguesaPorLaPaz;"868080871743606784";https://twitter.com/iabaepportugue1/status/868080871743606784
sedefanb;2017-05-26 08:25;1;1;"#26May @NicolasMaduro "Tenemos que avanzar y ganar la Paz a través de la Asamblea Nacional Constituyente" #ConstituyenteVa @Servicios_MPPD pic.twitter.com/GQnjYKyl3Q";;@NicolasMaduro @Servicios_MPPD;#26May #ConstituyenteVa;"868080528754429954";https://twitter.com/sedefanb/status/868080528754429954
fjmartinez15;2017-05-26 08:18;0;0;"#ConstituyenteVA @PSUV_Vargas @Mpcms_Vargas Hay que acabar con el FACISMO https:// twitter.com/PartidoPSUV/st atus/868078178039943169 …";;@PSUV_Vargas @Mpcms_Vargas;#ConstituyenteVA;"868079011158740993";https://twitter.com/fjmartinez15/status/868079011158740993
jovanyquintero;2017-05-26 08:07;4;3;"Comités d Usuarios por la #PazDeVenezuela y la Humanización del Transporte La #ConstituyenteVA @NicolasMaduro @HectoRodriguez @JauaMiranda pic.twitter.com/OVyEVXlVxi";;@NicolasMaduro @HectoRodriguez @JauaMiranda;#PazDeVenezuela #ConstituyenteVA;"868076163494813696";https://twitter.com/jovanyquintero/status/868076163494813696
oscarhectorbric;2017-05-26 08:06;0;0;"RT LaHojillaenTV: Presidente NicolasMaduro desde la “Expo Venezuela Mujer Productiva” #ConstituyenteVA https:// video.twimg.com/ext_tw_video/8 67854059117662208/pu/vid/466x360/i5wT--XlmKSzIhYF.mp4 …";;;#ConstituyenteVA;"868075831909904384";https://twitter.com/oscarhectorbric/status/868075831909904384
Sala_Discapacid;2017-05-26 08:05;0;0;"San Fernando de Apure y si ere una protesta pacífica la imagen dice otra cosa? #ConstituyenteVA pic.twitter.com/aMFEXIBkNK . @ONU_derechos";;@ONU_derechos;#ConstituyenteVA;"868075563742887938";https://twitter.com/Sala_Discapacid/status/868075563742887938
